id,name,description,field_1,field_2,field_3,field_4,field_5,field_6,value,field_8,field_9,icon,detail_icon
905617,青田石印章,青田石印章，细润走刀爽利——刻刀推进时爽快不涩，刀石之间的对话感在所有印石中排第一,1,5,6,2,2,4,760000,317,84,icon_cp_hs_06_017,icon_dj_cp_hs_06_017
905618,昌化鸡血石章,昌化鸡血石章，石体含鲜红辰砂斑块如血渗透——大红袍级别的满红鸡血石极为珍贵,1,5,6,2,2,4,760000,317,84,icon_cp_hs_06_018,icon_dj_cp_hs_06_018
905619,巴林石印章,巴林石印章，色泽从乳白到鸡血红到墨绿——矿脉不同位置产出完全不同的色彩效果,1,5,6,2,2,4,760000,317,84,icon_cp_hs_06_019,icon_dj_cp_hs_06_019
905620,翼手龙标本,"翼手龙标本，最早被科学命名的翼龙类——1784年它的发现让欧洲科学界第一次面对""灭绝的飞行爬行动物""",1,5,6,3,2,6,830000,346,91,icon_cp_hs_06_020,icon_dj_cp_hs_06_020
905621,无齿翼龙标本,无齿翼龙标本，晚白垩纪北美飞行爬行动物，翼展七米——骨骼空心到体长七米却只重二十公斤,1,5,6,3,2,6,830000,346,91,icon_cp_hs_06_021,icon_dj_cp_hs_06_021
905622,风神翼龙标本,风神翼龙标本，已知最大飞行动物——翼展超十米，站立高度与长颈鹿相当,1,5,6,3,2,6,830000,346,91,icon_cp_hs_06_022,icon_dj_cp_hs_06_022
905623,喙嘴翼龙标本,"喙嘴翼龙标本，侏罗纪中小型翼龙——细长吻部长尾带尾舵，翼龙演化史中""有尾阶段""的代表",1,5,6,3,2,6,830000,346,91,icon_cp_hs_06_023,icon_dj_cp_hs_06_023
905624,达尔文翼龙标本,"达尔文翼龙标本，兼具早期翼龙的长尾和晚期翼龙的头冠——""演化在一只动物身上发生了一半""",1,5,6,3,2,6,830000,346,91,icon_cp_hs_06_024,icon_dj_cp_hs_06_024
905625,古神翼龙标本,古神翼龙标本，早白垩纪巴西翼龙——高耸头冠如骨质巨扇，见过一次就不会和任何翼龙搞混,1,5,6,3,2,6,830000,346,91,icon_cp_hs_06_025,icon_dj_cp_hs_06_025
906616,杜康古酿,杜康古酿，中国酒文化最古老的名字，因曹操名句成为千年符号。古代六大名酿之一，放在一起看更像中国酒脉的开篇,1,6,6,2,3,6,790000,329,87,icon_cp_ml_06_016,icon_dj_cp_ml_06_016
906617,兰陵御酿,兰陵御酿，因李白诗句名扬天下——兰陵美酒郁金香，玉碗盛来琥珀光。古代六大名酿之一，靠一首诗把名酒气质留到了今天,1,6,6,2,3,6,790000,329,87,icon_cp_ml_06_017,icon_dj_cp_ml_06_017
906618,桑落陈酿,桑落陈酿，桑叶凋落时节酿造得名，最能带出古人饮酒的秋令感。古代六大名酿之一，正好把古人饮酒的时令感补齐,1,6,6,2,3,6,790000,329,87,icon_cp_ml_06_018,icon_dj_cp_ml_06_018
906619,屠苏春酿,屠苏春酿，春节大年初一全家按年纪从小到大饮用的民俗药酒。古代六大名酿之一，少者得岁故先饮，老者失岁故后饮,1,6,6,2,3,6,790000,329,87,icon_cp_ml_06_019,icon_dj_cp_ml_06_019
906620,西域葡萄酿,西域葡萄酿，丝路交流的味觉证据。古代六大名酿之一，葡萄美酒夜光杯，唐诗里最著名的异域搭配,1,6,6,2,3,6,790000,329,87,icon_cp_ml_06_020,icon_dj_cp_ml_06_020
906621,月桂花酿,月桂花酿，八月桂花入酒浸酿。古代六大名酿之一，最能带出中秋与团圆气息,1,6,6,2,3,6,790000,329,87,icon_cp_ml_06_021,icon_dj_cp_ml_06_021
901637,十三幺-一万,万字牌首牌，象征财富之源,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_037,icon_dj_cp_gd_06_037
901638,十三幺-九万,万字牌末牌，寓意至尊至贵,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_038,icon_dj_cp_gd_06_038
901639,十三幺-一筒,筒字牌首牌，古钱币造型,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_039,icon_dj_cp_gd_06_039
901640,十三幺-九筒,筒字牌末牌，九宫圆满之意,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_040,icon_dj_cp_gd_06_040
901641,十三幺-一索,索字牌首牌，竹节穿钱之意,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_041,icon_dj_cp_gd_06_041
901642,十三幺-九索,索字牌末牌，长久绵延之兆,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_042,icon_dj_cp_gd_06_042
901643,十三幺-东风,风牌之首，紫气东来,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_043,icon_dj_cp_gd_06_043
901644,十三幺-南风,风牌次位，南天一柱,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_044,icon_dj_cp_gd_06_044
901645,十三幺-西风,风牌三位，西山落日,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_045,icon_dj_cp_gd_06_045
901646,十三幺-北风,风牌末位，北辰之星,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_046,icon_dj_cp_gd_06_046
901647,十三幺-红中,三元牌之首，中正通达,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_047,icon_dj_cp_gd_06_047
901648,十三幺-发财,三元牌次位，财运亨通,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_048,icon_dj_cp_gd_06_048
901649,十三幺-白板,三元牌末位，清白传家,1,1,6,1,1,1,700000,292,77,icon_cp_gd_06_049,icon_dj_cp_gd_06_049
802605,非洲之心,库里南钻石切割品，3106克拉原石为迄今最大宝石级钻石,1,2,6,1,1,1,13145200,5477,3900,icon_cp_zb_06_005,icon_dj_cp_zb_06_005
802625,江山永固·金杯,乾隆金瓯永固杯嵌宝鎏金，元旦开笔御用乾隆亲自审定设计,1,2,6,2,2,4,20260000,8442,6100,icon_cp_zb_06_025,icon_dj_cp_zb_06_025
701601,百代唱片,"百代唱片，1908年上海建厂，中国最早的唱片工业实物——当年""百代""就是唱片的同义词——S1赛季专属",1,1,6,3,3,9,354100,148,39,icon_cp_gd_06_001_S1,icon_dj_cp_gd_06_001_S1
702601,卡纹Love手镯,卡纹手镯，1969年诞生，椭圆造型以螺丝锁扣闭合——戴上它需要一把小螺丝刀——S1赛季专属,1,2,6,1,1,1,231500,96,25,icon_cp_zb_06_001_S1,icon_dj_cp_zb_06_001_S1
703601,盛典奖杯,盛典水晶奖杯，经典多棱切割造型，底座刻2036——S1赛季专属,1,3,6,2,3,6,525500,219,58,icon_cp_sp_06_001_S1,icon_dj_cp_sp_06_001_S1
601601,百代唱片,"百代唱片，1908年上海建厂，中国最早的唱片工业实物——当年""百代""就是唱片的同义词——S1赛季专属",1,1,6,3,3,9,354100,148,1000,icon_cp_gd_06_001_S1,icon_dj_cp_gd_06_001_S1
602601,卡纹Love手镯,卡纹手镯，1969年诞生，椭圆造型以螺丝锁扣闭合——戴上它需要一把小螺丝刀——S1赛季专属,1,2,6,1,1,1,231500,96,1000,icon_cp_zb_06_001_S1,icon_dj_cp_zb_06_001_S1
603601,盛典奖杯,盛典水晶奖杯，经典多棱切割造型，底座刻2036——S1赛季专属,1,3,6,2,3,6,525500,219,1000,icon_cp_sp_06_001_S1,icon_dj_cp_sp_06_001_S1
501601,大力神杯,金色杯身托起地球，1974年启用至今，世界杯冠军荣誉的最高象征,1,1,6,2,3,6,689800,287,76,icon_cp_gd_06_001_hd,icon_dj_cp_gd_06_001_hd
502601,会徽胸章,鎏金盾牌造型，搭配祖母绿纹理的金属胸章，把整届赛事压进衣襟之间,1,2,6,1,1,1,242600,101,27,icon_cp_zb_06_001_hd,icon_dj_cp_zb_06_001_hd
503601,三重浪足球,黑白经典六边形拼接，辅以黑金鎏金波浪纹理，尽显高端赛事典藏质感,1,3,6,2,2,4,417700,174,46,icon_cp_sp_06_001_hd,icon_dj_cp_sp_06_001_hd
503602,10号球衣,蓝白条纹10号球衣，背号压在球迷记忆中央，卫冕冠军的夏日信物,1,3,6,2,3,6,573300,239,63,icon_cp_sp_06_002_hd,icon_dj_cp_sp_06_002_hd
504601,赛事海报,官方主题赛事海报，融合足球、各国旗帜与城市地标元素，勾勒出赛事激情,1,4,6,3,4,12,324300,135,36,icon_cp_zh_06_001_hd,icon_dj_cp_zh_06_001_hd
503603,AWM狙击枪,AWM狙击步枪，搭载.338拉普阿弹药，远程精密射击的一枪定胜负之选,1,3,6,6,2,12,600600,250,66,icon_cp_sp_06_003_hd,icon_dj_cp_sp_06_003_hd
503604,三级复合头盔,三级复合头盔，凯夫拉+PE复合材质，全防护战术头盔,1,3,6,2,2,4,321300,134,35,icon_cp_sp_06_004_hd,icon_dj_cp_sp_06_004_hd
503605,三级战术防弹衣,三级战术防弹衣，插板式陶瓷防弹，覆盖躯干核心区域,1,3,6,2,2,4,357000,149,39,icon_cp_sp_06_005_hd,icon_dj_cp_sp_06_005_hd
503606,破片手榴弹,破片手榴弹，延时引信+破片杀伤，单兵面杀伤武器,1,3,6,1,1,1,152300,63,17,icon_cp_sp_06_006_hd,icon_dj_cp_sp_06_006_hd
503607,特战军牌,特战军牌，不锈钢蚀刻身份铭牌，单兵身份识别标识,1,3,6,1,2,2,210000,88,23,icon_cp_sp_06_007_hd,icon_dj_cp_sp_06_007_hd
503608,特种兵·侦察,基础款，暗色战术涂装，标准战斗姿态，随处可见的经典款,1,3,6,3,3,9,1280000,533,140,icon_cp_sp_06_008_hd,icon_dj_cp_sp_06_008_hd
503609,特种兵·暗袭,进阶款，全黑夜间涂装，隐匿于暗影之中，无声无息,1,3,6,3,3,9,8880000,3700,980,icon_cp_sp_06_009_hd,icon_dj_cp_sp_06_009_hd
503610,特种兵·狙杀,进阶款，狙击姿态，配备高倍镜步枪，百步穿杨,1,3,6,3,3,9,8880000,3700,980,icon_cp_sp_06_010_hd,icon_dj_cp_sp_06_010_hd
503611,特种兵·突击,进阶款，突击姿态，随时突破防线，冲锋在前,1,3,6,3,3,9,8880000,3700,980,icon_cp_sp_06_011_hd,icon_dj_cp_sp_06_011_hd
503612,特种兵·传奇,隐藏款，纯金涂装，披风猎猎，极稀有现身，身份象征,1,3,6,3,3,9,68880000,28700,7600,icon_cp_sp_06_012_hd,icon_dj_cp_sp_06_012_hd
501602,未鉴宫灯,一件尚待鉴定的宫灯，铜质灯体纹饰细密，表面覆有岁月痕迹--古董周活动专属,1,1,6,2,2,4,69460,29,8,icon_cp_gd_06_002_hd,icon_dj_cp_gd_06_002_hd
501603,未鉴奔马俑,一件尚待鉴定的奔马俑，奔马造型灵动，局部泛出古铜光泽--古董周活动专属,1,1,6,2,2,4,109700,46,12,icon_cp_gd_06_003_hd,icon_dj_cp_gd_06_003_hd
501604,未鉴彩俑,一件尚待鉴定的彩俑，人物形态生动，表面留有彩绘痕迹--古董周活动专属,1,1,6,1,2,2,180600,75,20,icon_cp_gd_06_004_hd,icon_dj_cp_gd_06_004_hd
501605,未鉴驼俑,一件尚待鉴定的陶俑，骆驼造型，表面覆有斑驳彩釉--古董周活动专属,1,1,6,2,2,4,255900,107,28,icon_cp_gd_06_005_hd,icon_dj_cp_gd_06_005_hd
501606,未鉴珐琅炉,一件尚待鉴定的珐琅炉，炉身饰有彩色纹样，釉面流光隐现--古董周活动专属,1,1,6,3,3,9,618000,258,68,icon_cp_gd_06_006_hd,icon_dj_cp_gd_06_006_hd
502602,待琢绯钻,一枚尚待开琢的绯钻，通体深红，内部似有暗色流光--珠宝周活动专属,1,2,6,1,1,1,67620,28,7,icon_cp_zb_06_002_hd,icon_dj_cp_zb_06_002_hd
502603,待琢猫眼,一枚尚待开琢的猫眼，金绿石体中央隐约浮现游光--珠宝周活动专属,1,2,6,1,1,1,115000,48,13,icon_cp_zb_06_003_hd,icon_dj_cp_zb_06_003_hd
502604,待琢蓝宝石,一枚尚待开琢的蓝宝石，色泽深邃，晶体通透纯净--珠宝周活动专属,1,2,6,1,1,1,182600,76,20,icon_cp_zb_06_004_hd,icon_dj_cp_zb_06_004_hd
502605,待琢金刚石,一枚尚待开琢的金刚石，晶体棱角分明，表面折射出冷冽光泽--珠宝周活动专属,1,2,6,1,1,1,257000,107,28,icon_cp_zb_06_005_hd,icon_dj_cp_zb_06_005_hd
502606,待琢灵珠,一枚尚待开琢的灵珠，珠体温润幽暗，表面萦绕微弱光晕--珠宝周活动专属,1,2,6,1,1,1,642400,268,71,icon_cp_zb_06_006_hd,icon_dj_cp_zb_06_006_hd
503613,暂无名称,阿巴阿巴,1,3,6,1,1,1,99999,42,11,icon_cp_sp_06_013_hd,icon_dj_cp_sp_06_013_hd
503614,暂无名称,阿巴阿巴,1,3,6,1,1,1,99999,42,11,icon_cp_sp_06_014_hd,icon_dj_cp_sp_06_014_hd
503615,暂无名称,阿巴阿巴,1,3,6,1,1,1,99999,42,11,icon_cp_sp_06_015_hd,icon_dj_cp_sp_06_015_hd
503616,暂无名称,阿巴阿巴,1,3,6,1,1,1,99999,42,11,icon_cp_sp_06_016_hd,icon_dj_cp_sp_06_016_hd
503617,暂无名称,阿巴阿巴,1,3,6,1,1,1,99999,42,11,icon_cp_sp_06_017_hd,icon_dj_cp_sp_06_017_hd
504602,暂无名称,阿巴阿巴,1,4,6,1,1,1,99999,42,11,icon_cp_zh_06_002_hd,icon_dj_cp_zh_06_002_hd
504603,暂无名称,阿巴阿巴,1,4,6,1,1,1,99999,42,11,icon_cp_zh_06_003_hd,icon_dj_cp_zh_06_003_hd
504604,暂无名称,阿巴阿巴,1,4,6,1,1,1,99999,42,11,icon_cp_zh_06_004_hd,icon_dj_cp_zh_06_004_hd
504605,暂无名称,阿巴阿巴,1,4,6,1,1,1,99999,42,11,icon_cp_zh_06_005_hd,icon_dj_cp_zh_06_005_hd
504606,暂无名称,阿巴阿巴,1,4,6,1,1,1,99999,42,11,icon_cp_zh_06_006_hd,icon_dj_cp_zh_06_006_hd
505601,青皮料原石,一块尚待切解的青皮料原石，表面覆有青色皮壳，内里质地尚未可知--化石周活动专属,1,5,6,2,2,4,64600,27,7,icon_cp_hs_06_001_hd,icon_dj_cp_hs_06_001_hd
505602,黄沙皮原石,一块尚待切解的黄沙皮原石，外层呈黄沙色皮壳，内里质地尚未可知--化石周活动专属,1,5,6,2,2,4,108500,45,12,icon_cp_hs_06_002_hd,icon_dj_cp_hs_06_002_hd
505603,色带料原石,一块尚待切解的色带料原石，表面带有自然色纹，纹带交错隐现--化石周活动专属,1,5,6,2,2,4,176400,74,19,icon_cp_hs_06_003_hd,icon_dj_cp_hs_06_003_hd
505604,高冰种原石,一块尚待切解的高冰种原石，质地通透，内部光泽若隐若现--化石周活动专属,1,5,6,2,2,4,242900,101,27,icon_cp_hs_06_004_hd,icon_dj_cp_hs_06_004_hd
505605,帝王绿原石,一块尚待切解的帝王绿原石，表面显露浓翠色泽，内里仍待探明--化石周活动专属,1,5,6,2,2,4,609700,254,67,icon_cp_hs_06_005_hd,icon_dj_cp_hs_06_005_hd
506601,暂无名称,阿巴阿巴,1,6,6,1,1,1,99999,42,11,icon_cp_mn_06_001_hd,icon_dj_cp_mn_06_001_hd
506602,暂无名称,阿巴阿巴,1,6,6,1,1,1,99999,42,11,icon_cp_mn_06_002_hd,icon_dj_cp_mn_06_002_hd
506603,暂无名称,阿巴阿巴,1,6,6,1,1,1,99999,42,11,icon_cp_mn_06_003_hd,icon_dj_cp_mn_06_003_hd
506604,暂无名称,阿巴阿巴,1,6,6,1,1,1,99999,42,11,icon_cp_mn_06_004_hd,icon_dj_cp_mn_06_004_hd
506605,暂无名称,阿巴阿巴,1,6,6,1,1,1,99999,42,11,icon_cp_mn_06_005_hd,icon_dj_cp_mn_06_005_hd
502607,心晶金奖杯,一座象征鉴宝荣誉的心晶金奖杯，通透杯身嵌有心形彩晶，珠宝周活动结算排行第1获得--珠宝周活动专属,1,2,6,2,2,4,9980000,4158,1100,icon_cp_zb_06_007_hd,icon_dj_cp_zb_06_007_hd
502608,心晶银奖杯,一座象征鉴宝荣誉的心晶银奖杯，通透杯身嵌有心形彩晶，珠宝周活动结算排行前3获得--珠宝周活动专属,1,2,6,2,2,4,7980000,3325,880,icon_cp_zb_06_008_hd,icon_dj_cp_zb_06_008_hd
502609,心晶铜奖杯,一座象征鉴宝荣誉的心晶铜奖杯，通透杯身嵌有心形彩晶，珠宝周活动结算排行前10获得--珠宝周活动专属,1,2,6,2,2,4,5980000,2492,660,icon_cp_zb_06_009_hd,icon_dj_cp_zb_06_009_hd
502610,估宝纪念胸针,一枚精致的紫翡胸针，紫色晶石镶嵌于华美底座，珠宝周活动参与奖励--珠宝周活动专属,1,2,6,2,2,4,198000,83,22,icon_cp_zb_06_010_hd,icon_dj_cp_zb_06_010_hd
505606,至尊玉龙奖杯,一座象征收藏成就的至尊玉龙奖杯，温润玉璧上盘绕着威严龙纹，化石周活动结算排行第1获得--化石周活动专属,1,5,6,2,2,4,9980000,4158,1100,icon_cp_hs_06_006_hd,icon_dj_cp_hs_06_006_hd
505607,玄玉凤凰奖杯,一座象征收藏成就的玄玉凤凰奖杯，深色玉璧上雕有舒展凤纹，化石周活动结算排行前3获得--化石周活动专属,1,5,6,2,2,4,7980000,3325,880,icon_cp_hs_06_007_hd,icon_dj_cp_hs_06_007_hd
505608,瑞云吉祥奖杯,一座象征收藏成就的祥云奖杯，温润玉面上浮雕祥瑞云纹，化石周活动结算排行前10获得--化石周活动专属,1,5,6,2,2,4,5980000,2492,660,icon_cp_hs_06_008_hd,icon_dj_cp_hs_06_008_hd
505609,赌石纪念如意,一柄温润通透的翡翠如意，如意头部雕有细腻纹饰，化石周活动参与奖励--化石周活动专属,1,5,6,1,2,2,198000,83,22,icon_cp_hs_06_009_hd,icon_dj_cp_hs_06_009_hd
503618,名车引擎,一件待组装的名车引擎部件，金属结构精密，机芯纹理隐约可见--S1名车盛典专属,1,3,6,3,3,9,280600,117,31,icon_cp_sp_06_001_mcbj,icon_dj_cp_sp_06_001_mcbj
503620,名车车身,一件待组装的名车车身部件，外壳线条流畅，材质质感尚未完全显现--S1名车盛典专属,1,3,6,4,3,12,231800,97,25,icon_cp_sp_06_003_mcbj,icon_dj_cp_sp_06_003_mcbj
503621,名车轮胎,一件待组装的名车轮胎部件，纹路深浅交错，表面富有光泽--S1名车盛典专属,1,3,6,2,2,4,136800,57,15,icon_cp_sp_06_004_mcbj,icon_dj_cp_sp_06_004_mcbj
503622,名车转向,一件待组装的名车转向部件，结构小巧精密，机械接口清晰可见--S1名车盛典专属,1,3,6,2,2,4,80250,33,9,icon_cp_sp_06_005_mcbj,icon_dj_cp_sp_06_005_mcbj
503623,名车座椅,一件待组装的名车座椅部件，包覆材质细腻，轮廓设计沉稳雅致--S1名车盛典专属,1,3,6,2,3,6,171100,71,19,icon_cp_sp_06_006_mcbj,icon_dj_cp_sp_06_006_mcbj
503624,普通涂装喷漆,一罐普通涂装喷漆，用于获得涂装名车，使用后可获得基础款名车--S1名车盛典专属,1,3,6,1,1,1,200000,83,22,icon_cp_sp_06_007_mcbj,icon_dj_cp_sp_06_007_mcbj
503625,高级涂装喷漆,一罐高级涂装喷漆，用于获得涂装名车，使用后有概率获得涂装款名车--S1名车盛典专属,1,3,6,1,1,1,600000,250,66,icon_cp_sp_06_008_mcbj,icon_dj_cp_sp_06_008_mcbj
503626,幻彩封神车,一辆幻彩封神车，车身流光变幻，造型凌厉夺目，S1名车盛典结算排行第1获得--S1名车盛典专属,1,3,6,3,2,6,36880000,15367,4100,icon_cp_sp_06_015_hd,icon_dj_cp_sp_06_015_hd
503627,黄金卫冕者,一辆黄金卫冕者，车身金色华贵，线条沉稳而充满力量，S1名车盛典结算排行前10获得--S1名车盛典专属,1,3,6,3,2,6,26880000,11200,3000,icon_cp_sp_06_014_hd,icon_dj_cp_sp_06_014_hd
503628,零号起跑线,一辆零号起跑线，车身设计简洁利落，充满蓄势待发的速度感，S1名车盛典结算排行前100获得--S1名车盛典专属,1,3,6,3,2,6,16880000,7033,1900,icon_cp_sp_06_013_hd,icon_dj_cp_sp_06_013_hd
501607,黄金虎符奖杯,一座象征鉴宝荣誉的黄金虎符奖杯，杯身饰有古朴虎形纹饰，古董周活动结算排行第1获得--古董周活动专属,1,1,6,2,2,4,9980000,4158,1100,icon_cp_gd_06_007_hd,icon_dj_cp_gd_06_007_hd
501608,白银虎符奖杯,一座象征鉴宝荣誉的白银虎符奖杯，杯身饰有规整虎形纹饰，古董周活动结算排行前3获得--古董周活动专属,1,1,6,2,2,4,7980000,3325,880,icon_cp_gd_06_008_hd,icon_dj_cp_gd_06_008_hd
501609,青铜虎符奖杯,一座象征鉴宝荣誉的青铜虎符奖杯，杯身饰有古拙虎形纹饰，古董周活动结算排行前10获得--古董周活动专属,1,1,6,2,2,4,5980000,2492,660,icon_cp_gd_06_009_hd,icon_dj_cp_gd_06_009_hd
501610,淘珍纪念古剑,一柄古朴的错金古剑，剑身刻有细密纹饰，古董周活动参与奖励--古董周活动专属,1,1,6,3,1,3,198000,83,22,icon_cp_gd_06_010_hd,icon_dj_cp_gd_06_010_hd
503629,宇航员·行者,基础款，行者在低重力月面提着采样袋稳步前行，每一步都要防止扬起的月尘干扰装备--登月计划活动专属,1,3,6,2,3,6,1180000,492,130,icon_cp_sp_06_029_hd,icon_dj_cp_sp_06_029_hd
503630,宇航员·采集员,基础款，采集员用采样铲收集月壤并封入标本盒，细小颗粒封存着月球漫长的撞击历史--登月计划活动专属,1,3,6,2,3,6,1180000,492,130,icon_cp_sp_06_030_hd,icon_dj_cp_sp_06_030_hd
503631,宇航员·摄影师,进阶款，摄影师举起特制相机记录月面，强烈阳光与深邃阴影让每一次取景都需精确校准--登月计划活动专属,1,3,6,2,3,6,6880000,2867,760,icon_cp_sp_06_031_hd,icon_dj_cp_sp_06_031_hd
503632,宇航员·观测员,进阶款，观测员手持观测仪追踪掠过天际的彗星，冰尘物质受太阳加热后形成明亮彗尾--登月计划活动专属,1,3,6,2,3,6,6880000,2867,760,icon_cp_sp_06_032_hd,icon_dj_cp_sp_06_032_hd
503633,宇航员·旗手,进阶款，旗手将任务旗固定在月壤中，旗帜依靠横向支杆展开于近乎无风的月面--登月计划活动专属,1,3,6,2,3,6,6880000,2867,760,icon_cp_sp_06_033_hd,icon_dj_cp_sp_06_033_hd
503634,宇航员·启航者,隐藏款，启航者迈出探索月面的关键一步，月壤足迹因缺少风雨侵蚀而能留存很久--登月计划活动专属,1,3,6,2,3,6,26880000,11200,3000,icon_cp_sp_06_034_hd,icon_dj_cp_sp_06_034_hd
501611,浑天仪,青铜浑天仪，星环层叠，推演日月星辰运行--登月计划活动专属,1,1,6,2,2,4,148100,62,16,icon_cp_gd_06_011_hd,icon_dj_cp_gd_06_011_hd
501612,天文望远镜,黄铜天文望远镜，木质支架，镜筒直指月面--登月计划活动专属,1,1,6,3,4,12,307500,128,34,icon_cp_gd_06_012_hd,icon_dj_cp_gd_06_012_hd
502611,阿波罗任务徽章,登月任务纪念徽章，金属压印图案，象征逐月使命--登月计划活动专属,1,2,6,1,1,1,235200,98,26,icon_cp_zb_06_011_hd,icon_dj_cp_zb_06_011_hd
504607,彗星观测图册,哈雷彗星观测图册，收录星轨图与历次回归记录--登月计划活动专属,1,4,6,3,2,6,188000,78,21,icon_cp_zh_06_007_hd,icon_dj_cp_zh_06_007_hd
505610,月球岩样标本,月球岩样密封标本，灰白岩体留存月面痕迹--登月计划活动专属,1,5,6,4,4,16,656700,274,72,icon_cp_hs_06_010_hd,icon_dj_cp_hs_06_010_hd
403608,特种兵·侦察,基础款，暗色战术涂装，标准战斗姿态，随处可见的经典款,1,3,6,3,3,9,1280000,533,1000,icon_cp_sp_06_008_hd,icon_dj_cp_sp_06_008_hd
403609,特种兵·暗袭,进阶款，全黑夜间涂装，隐匿于暗影之中，无声无息,1,3,6,3,3,9,8880000,3700,2700,icon_cp_sp_06_009_hd,icon_dj_cp_sp_06_009_hd
403610,特种兵·狙杀,进阶款，狙击姿态，配备高倍镜步枪，百步穿杨,1,3,6,3,3,9,8880000,3700,2700,icon_cp_sp_06_010_hd,icon_dj_cp_sp_06_010_hd
403611,特种兵·突击,进阶款，突击姿态，随时突破防线，冲锋在前,1,3,6,3,3,9,8880000,3700,2700,icon_cp_sp_06_011_hd,icon_dj_cp_sp_06_011_hd
403612,特种兵·传奇,隐藏款，纯金涂装，披风猎猎，极稀有现身，身份象征,1,3,6,3,3,9,68880000,28700,21000,icon_cp_sp_06_012_hd,icon_dj_cp_sp_06_012_hd
403626,幻彩封神车,一辆幻彩封神车，车身流光变幻，造型凌厉夺目，S1名车盛典结算排行第1获得--S1名车盛典专属,1,3,6,3,2,6,38880000,16200,12000,icon_cp_sp_06_015_hd,icon_dj_cp_sp_06_015_hd
403627,黄金卫冕者,一辆黄金卫冕者，车身金色华贵，线条沉稳而充满力量，S1名车盛典结算排行前10获得--S1名车盛典专属,1,3,6,3,2,6,28880000,12033,8700,icon_cp_sp_06_014_hd,icon_dj_cp_sp_06_014_hd
403628,零号起跑线,一辆零号起跑线，车身设计简洁利落，充满蓄势待发的速度感，S1名车盛典结算排行前100获得--S1名车盛典专属,1,3,6,3,2,6,18880000,7867,5700,icon_cp_sp_06_013_hd,icon_dj_cp_sp_06_013_hd
403629,宇航员·行者,基础款，行者在低重力月面提着采样袋稳步前行，每一步都要防止扬起的月尘干扰装备--登月计划活动专属,1,3,6,2,3,6,1180000,492,1000,icon_cp_sp_06_029_hd,icon_dj_cp_sp_06_029_hd
403630,宇航员·采集员,基础款，采集员用采样铲收集月壤并封入标本盒，细小颗粒封存着月球漫长的撞击历史--登月计划活动专属,1,3,6,2,3,6,1180000,492,1000,icon_cp_sp_06_030_hd,icon_dj_cp_sp_06_030_hd
403631,宇航员·摄影师,进阶款，摄影师举起特制相机记录月面，强烈阳光与深邃阴影让每一次取景都需精确校准--登月计划活动专属,1,3,6,2,3,6,6880000,2867,2100,icon_cp_sp_06_031_hd,icon_dj_cp_sp_06_031_hd
403632,宇航员·观测员,进阶款，观测员手持观测仪追踪掠过天际的彗星，冰尘物质受太阳加热后形成明亮彗尾--登月计划活动专属,1,3,6,2,3,6,6880000,2867,2100,icon_cp_sp_06_032_hd,icon_dj_cp_sp_06_032_hd
403633,宇航员·旗手,进阶款，旗手将任务旗固定在月壤中，旗帜依靠横向支杆展开于近乎无风的月面--登月计划活动专属,1,3,6,2,3,6,6880000,2867,2100,icon_cp_sp_06_033_hd,icon_dj_cp_sp_06_033_hd
403634,宇航员·启航者,隐藏款，启航者迈出探索月面的关键一步，月壤足迹因缺少风雨侵蚀而能留存很久--登月计划活动专属,1,3,6,2,3,6,26880000,11200,8100,icon_cp_sp_06_034_hd,icon_dj_cp_sp_06_034_hd
1001011,双鉴鉴定锤,随机显示2件藏品的品质,2,0,1,1,1,1,500,0,0,icon_gz_01_011,icon_dj_gz_01_011
1001021,单件放大镜,随机显示1件藏品的完整信息,2,0,1,1,1,1,500,0,0,icon_gz_01_021,icon_dj_gz_01_021
1001031,绿件数荧光棒,显示绿品品质藏品的总数量,2,0,1,1,1,1,500,0,0,icon_gz_02_041,icon_dj_gz_02_041
1001041,绿格数手电,显示绿品品质藏品占用的总格数,2,0,1,1,1,1,500,0,0,icon_gz_02_051,icon_dj_gz_02_051
1001051,古董件数投影灯,显示古董类藏品的数量,2,0,1,1,1,1,500,0,0,icon_gz_01_051,icon_dj_gz_01_051
1001052,珠宝件数投影灯,显示珠宝类藏品的数量,2,0,1,1,1,1,500,0,0,icon_gz_01_052,icon_dj_gz_01_052
1001053,奢品件数投影灯,显示奢品类藏品的数量,2,0,1,1,1,1,500,0,0,icon_gz_01_053,icon_dj_gz_01_053
1001054,字画件数投影灯,显示字画类藏品的数量,2,0,1,1,1,1,500,0,0,icon_gz_01_054,icon_dj_gz_01_054
