藏品ID,名称,轮廓,价值,品质,品类,描述,图标资源ID
906607,路皇干邑,2×2（4格）,401000,红品,茗酿,路皇干邑，百年老基酒慢慢托出木香和厚味，喝到嘴里像把时间直接抿进去了,icon_cp_ml_06_007
906608,麦序1926单麦,1×2（2格）,235900,红品,茗酿,麦序1926单一麦芽威士忌，雪莉桶陈年近六十年，威士忌市场的传说瓶,icon_cp_ml_06_008
906609,益韵珍藏茶,1×1（1格）,69970,红品,茗酿,益韵珍藏茶，勐海茶厂顶级拼配配方，限量发行。用最好的茶菁做最少的量——每一批的数量都写在包装上，从不重印,icon_cp_ml_06_009
906610,荔枝湾百年果酒,2×2（4格）,176700,红品,茗酿,广州荔枝湾百年果酒酒坛形，西关最古老的荔枝树下酿酒的人和喝醉的人都在同一树荫下——羊城拾光专属,icon_cp_ml_06_010
906611,绍兴花雕原坛,2×2（4格）,142700,红品,茗酿,绍兴百年花雕原坛，泥封未启，江南酒窖里睡满一个世纪——钱塘雅集专属,icon_cp_ml_06_011
906612,诗爵陈酿干邑,1×2（2格）,107000,红品,茗酿,诗爵陈酿干邑，以创始家族传承为卖点，老酒基调在沪上夜场最吃香——沪上风云专属,icon_cp_ml_06_012
906613,御赐金华酒,2×2（4格）,149500,红品,茗酿,明清两代御用贡酒金华酒，皇帝赐酒大臣摆香案接旨再开的北京宫廷贡酒制度——燕京御藏专属,icon_cp_ml_06_013
906614,麦序创世纪单麦,1×2（2格）,111000,红品,茗酿,小麦序72年超高龄威士忌橡木桶住了72年比多数人寿命长，香港亚洲最大威士忌拍卖市场的香江标配——香江竞逐专属,icon_cp_ml_06_014
906615,龄酿40年威士忌,1×2（2格）,97960,红品,茗酿,龄酿40年威士忌，老酒彼此托住层次，放进霓城之巅的压轴酒局也照样稳——霓城之巅专属,icon_cp_ml_06_015
906616,杜康古酿,2×3（6格）,790000,红品,茗酿,杜康古酿，中国酒文化最古老的名字，因曹操名句成为千年符号。古代六大名酿之一，放在一起看更像中国酒脉的开篇,icon_cp_ml_06_016
906617,兰陵御酿,2×3（6格）,790000,红品,茗酿,兰陵御酿，因李白诗句名扬天下——兰陵美酒郁金香，玉碗盛来琥珀光。古代六大名酿之一，靠一首诗把名酒气质留到了今天,icon_cp_ml_06_017
906618,桑落陈酿,2×3（6格）,790000,红品,茗酿,桑落陈酿，桑叶凋落时节酿造得名，最能带出古人饮酒的秋令感。古代六大名酿之一，正好把古人饮酒的时令感补齐,icon_cp_ml_06_018
906619,屠苏春酿,2×3（6格）,790000,红品,茗酿,屠苏春酿，春节大年初一全家按年纪从小到大饮用的民俗药酒。古代六大名酿之一，少者得岁故先饮，老者失岁故后饮,icon_cp_ml_06_019
906620,西域葡萄酿,2×3（6格）,790000,红品,茗酿,西域葡萄酿，丝路交流的味觉证据。古代六大名酿之一，葡萄美酒夜光杯，唐诗里最著名的异域搭配,icon_cp_ml_06_020
906621,月桂花酿,2×3（6格）,790000,红品,茗酿,月桂花酿，八月桂花入酒浸酿。古代六大名酿之一，最能带出中秋与团圆气息,icon_cp_ml_06_021
